class_name,Merged,DeepPCB,DsPCBSD,HRIPCB
missing_hole,0.8618376654563928,0.9591491525161311,0.8259757358028358,0.6085341364575437
mouse_bite,0.5860825697299166,0.7964146167505441,0.41231129414596995,0.502710922618113
open_circuit,0.6555753701521148,0.7656058890354803,0.5642727441299975,0.5164360657630802
short,0.6376451943408382,0.7296429912287619,0.565744407034064,0.47656446499047245
spur,0.48471102098744395,0.7891266121634977,0.3582742522307435,0.46300917688483983
spurious_copper,0.7313844644469094,0.9672602689183775,0.5126514060323563,0.551391177617845
