class_name,Merged,DeepPCB,DsPCBSD,HRIPCB
missing_hole,0.790293159639567,0.8547049126347378,0.8076412006791855,0.39691248602212736
mouse_bite,0.5161968358299975,0.7359406265962206,0.3818542426257433,0.276022479197743
open_circuit,0.5710156761277109,0.6960786075748404,0.4993425310075807,0.318397018165557
short,0.5143528124974426,0.6235533831885759,0.4794439834620947,0.282867523702989
spur,0.4264662191307685,0.7268035789241931,0.3167501671824596,0.2858411788185268
spurious_copper,0.6382139502249784,0.8857597160069032,0.4395859747815469,0.2760494428131014
