class_name,Merged,DeepPCB,DsPCBSD,HRIPCB
missing_hole,0.8027598184173055,0.8633870233488633,0.7952005640122151,0.5538745012754591
mouse_bite,0.5381105277052863,0.7319217870127157,0.373959762231703,0.43462557678358626
open_circuit,0.6201747812312625,0.732264062336671,0.5116773585437745,0.4533022944853138
short,0.5890930449011484,0.6691014653461816,0.5308246900555742,0.4454860618594923
spur,0.4542666771383064,0.7212709339223384,0.33993098203897854,0.4296408911983368
spurious_copper,0.662794164240371,0.8395343095326198,0.48924131530848947,0.5214806211494156
